Hồ chứa,LVS/Hồ/Ngày/Giờ,thoi_gian,Lưu vực sông,Mực nước hồ (m),Lưu lượng đến hồ (m³/s),Tổng lưu lượng xả (m³/s)[Yêu cầu],Tổng lưu lượng xả (m³/s)[Thực tế],Tổng lưu lượng xả (m³/s)[+/-],Dòng chảy tối thiểu (m³/s)[Yêu cầu],Dòng chảy tối thiểu (m³/s)[Thực tế],Dòng chảy tối thiểu (m³/s)[+/-],Thời gian xả (Giờ)[Yêu cầu],Thời gian xả (Giờ)[Thực tế],Thời gian xả (Giờ)[+/-],Thực Hiện
Hòa Bình,7,02/09/2018,Hồng,115.04,1085,--,2195,--,--,0,--,--,0,--,
Hòa Bình,9,02/09/2018,Hồng,115.01,1650,--,2195,--,--,0,--,--,0,--,
Hòa Bình,11,02/09/2018,Hồng,114.99,1655,--,2195,--,--,0,--,--,0,--,
Hòa Bình,13,02/09/2018,Hồng,114.98,2215,--,2195,--,--,0,--,--,0,--,
Hòa Bình,15,02/09/2018,Hồng,114.98,2214,--,2194,--,--,0,--,--,0,--,
Hòa Bình,17,02/09/2018,Hồng,114.97,1653,--,2194,--,--,0,--,--,0,--,
Hòa Bình,19,02/09/2018,Hồng,114.97,2241,--,2194,--,--,0,--,--,0,--,
Hòa Bình,21,02/09/2018,Hồng,114.99,3333,--,2194,--,--,0,--,--,0,--,
Hòa Bình,23,02/09/2018,Hồng,115.01,2213,--,2193,--,--,0,--,--,0,--,
Hòa Bình,1,03/09/2018,Hồng,115.05,3342,--,2193,--,--,0,--,--,0,--,
Hòa Bình,3,03/09/2018,Hồng,115.04,1647,--,2193,--,--,0,--,--,0,--,
Hòa Bình,5,03/09/2018,Hồng,115.02,1648,--,2193,--,--,0,--,--,0,--,
Hòa Bình,7,03/09/2018,Hồng,114.99,1093,--,2193,--,--,0,--,--,0,--,
Hòa Bình,9,03/09/2018,Hồng,114.98,2213,--,2193,--,--,0,--,--,0,--,
Hòa Bình,11,03/09/2018,Hồng,114.98,2212,--,2192,--,--,0,--,--,0,--,
Hòa Bình,13,03/09/2018,Hồng,115.01,3341,--,2192,--,--,0,--,--,0,--,
Hòa Bình,15,03/09/2018,Hồng,115.05,4535,--,3951,--,--,1751,--,--,1,--,
Hòa Bình,17,03/09/2018,Hồng,115.06,4545,--,3960,--,--,1751,--,--,1,--,
Hòa Bình,19,03/09/2018,Hồng,115.18,7939,--,3964,--,--,1752,--,--,1,--,
Hòa Bình,21,03/09/2018,Hồng,115.27,6246,--,3966,--,--,1753,--,--,1,--,
Hòa Bình,23,03/09/2018,Hồng,117.35,6249,--,3969,--,--,1755,--,--,1,--,
Hòa Bình,1,04/09/2018,Hồng,115.42,6249,--,3970,--,--,1756,--,--,1,--,
Hòa Bình,3,04/09/2018,Hồng,115.50,6249,--,3969,--,--,1757,--,--,1,--,
Hòa Bình,5,04/09/2018,Hồng,115.51,3425,--,3970,--,--,1758,--,--,1,--,
Hòa Bình,7,04/09/2018,Hồng,115.48,3425,--,3970,--,--,1757,--,--,1,--,
Hòa Bình,9,04/09/2018,Hồng,115.50,5120,--,3970,--,--,1757,--,--,1,--,
Hòa Bình,11,04/09/2018,Hồng,115.57,6250,--,3971,--,--,1758,--,--,1,--,
Hòa Bình,13,04/09/2018,Hồng,115.67,6815,--,3970,--,--,1759,--,--,1,--,
Hòa Bình,15,04/09/2018,Hồng,115.74,5685,--,3971,--,--,1761,--,--,1,--,
Hòa Bình,17,04/09/2018,Hồng,115.80,5685,--,3971,--,--,1762,--,--,1,--,
Hòa Bình,19,04/09/2018,Hồng,115.86,5685,--,3970,--,--,1762,--,--,1,--,
Hòa Bình,21,04/09/2018,Hồng,115.94,6254,--,3974,--,--,1764,--,--,1,--,
Hòa Bình,23,04/09/2018,Hồng,116,5704,--,3974,--,--,1765,--,--,1,--,
Hòa Bình,1,05/09/2018,Hồng,116.06,5703,--,3973,--,--,1765,--,--,1,--,
Hòa Bình,3,05/09/2018,Hồng,116.11,5133,--,3973,--,--,1766,--,--,1,--,
Hòa Bình,5,05/09/2018,Hồng,116.10,3424,--,3974,--,--,1767,--,--,1,--,
Hòa Bình,7,05/09/2018,Hồng,116.07,3424,--,3974,--,--,1766,--,--,1,--,
Hòa Bình,9,05/09/2018,Hồng,116.09,4564,--,3974,--,--,1766,--,--,1,--,
Hòa Bình,11,05/09/2018,Hồng,116.14,5704,--,3974,--,--,1767,--,--,1,--,
Hòa Bình,13,05/09/2018,Hồng,116.22,6273,--,3974,--,--,1768,--,--,1,--,
Hòa Bình,15,05/09/2018,Hồng,116.23,5772,--,5753,--,--,3537,--,--,1,--,
Hòa Bình,17,05/09/2018,Hồng,116.21,5207,--,5758,--,--,3537,--,--,1,--,
Hòa Bình,19,05/09/2018,Hồng,116.20,5781,--,5761,--,--,3536,--,--,1,--,
Hòa Bình,21,05/09/2018,Hồng,116.20,5782,--,5762,--,--,3536,--,--,1,--,
Hòa Bình,23,05/09/2018,Hồng,116.20,5782,--,5762,--,--,3536,--,--,1,--,
Hòa Bình,1,08/09/2018,Hồng,116.16,5787,--,5767,--,--,3535,--,--,1,--,
Hòa Bình,7,08/09/2018,Hồng,116.12,4076,--,5767,--,--,3535,--,--,1,--,
Hòa Bình,13,08/09/2018,Hồng,116.15,4573,--,3983,--,--,1767,--,--,1,--,
Hòa Bình,19,08/09/2018,Hồng,116.07,3994,--,3974,--,--,1766,--,--,1,--,
Hòa Bình,23,08/09/2018,Hồng,116.07,2855,--,3975,--,--,1766,--,--,1,--,
Hòa Bình,1,09/09/2018,Hồng,116.06,3995,--,3975,--,--,1766,--,--,1,--,
Hòa Bình,7,09/09/2018,Hồng,115.90,1735,--,3975,--,--,1764,--,--,1,--,
Hòa Bình,13,09/09/2018,Hồng,115.87,3349,--,2196,--,--,0,--,--,0,--,
Hòa Bình,19,09/09/2018,Hồng,115.99,3332,--,2183,--,--,0,--,--,0,--,
Hòa Bình,1,12/09/2018,Hồng,116.76,3890,--,2160,--,--,0,--,--,0,--,
Hòa Bình,7,12/09/2018,Hồng,116.87,3033,--,2158,--,--,0,--,--,0,--,
Hòa Bình,13,12/09/2018,Hồng,116.99,3046,--,2156,--,--,0,--,--,0,--,
Hòa Bình,19,12/09/2018,Hồng,116.95,3976,--,3956,--,--,1779,--,--,1,--,
Hòa Bình,23,12/09/2018,Hồng,116.91,2841,--,3961,--,--,1779,--,--,1,--,
Hòa Bình,1,13/09/2018,Hồng,116.89,3413,--,3963,--,--,1778,--,--,1,--,
Hòa Bình,7,13/09/2018,Hồng,116.83,3314,--,3968,--,--,1778,--,--,1,--,
Hòa Bình,13,13/09/2018,Hồng,116.77,2849,--,3970,--,--,1777,--,--,1,--,
Hòa Bình,19,13/09/2018,Hồng,116.71,3420,--,3971,--,--,1776,--,--,1,--,
Hòa Bình,23,13/09/2018,Hồng,116.67,3420,--,3970,--,--,1775,--,--,1,--,
Hòa Bình,1,15/09/2018,Hồng,116.39,3420,--,3970,--,--,1771,--,--,1,--,
Hòa Bình,3,15/09/2018,Hồng,116.37,3420,--,3971,--,--,1771,--,--,1,--,
Hòa Bình,5,15/09/2018,Hồng,116.35,3420,--,3971,--,--,1771,--,--,1,--,
Hòa Bình,7,15/09/2018,Hồng,116.33,3420,--,3970,--,--,1770,--,--,1,--,
Hòa Bình,9,15/09/2018,Hồng,116.31,3420,--,3971,--,--,1770,--,--,1,--,
Hòa Bình,11,15/09/2018,Hồng,116.29,3420,--,3970,--,--,1769,--,--,1,--,
Hòa Bình,13,15/09/2018,Hồng,116.28,3420,--,3970,--,--,1769,--,--,1,--,
Hòa Bình,15,15/09/2018,Hồng,116.26,3420,--,3970,--,--,1769,--,--,1,--,
Hòa Bình,17,15/09/2018,Hồng,116.24,3145,--,3694,--,--,1768,--,--,1,--,
Hòa Bình,19,15/09/2018,Hồng,116.22,3145,--,3694,--,--,1768,--,--,1,--,
Hòa Bình,21,15/09/2018,Hồng,116.20,3142,--,3692,--,--,1768,--,--,1,--,
Hòa Bình,23,15/09/2018,Hồng,116.18,3280,--,3968,--,--,1768,--,--,1,--,
Hòa Bình,1,19/09/2018,Hồng,116.97,3032,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,7,19/09/2018,Hồng,116.97,1606,214,2156,1942,--,0,--,--,--,--,Đúng
Hòa Bình,13,19/09/2018,Hồng,117.04,3335,214,2155,1941,--,0,--,--,--,--,Đúng
Hòa Bình,19,19/09/2018,Hồng,117.06,4554,214,3955,3741,--,1781,--,--,--,--,Đúng
Hòa Bình,23,19/09/2018,Hồng,117.01,3395,214,3964,3750,--,1780,--,--,--,--,Đúng
Hòa Bình,1,22/09/2018,Hồng,116.94,2462,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,3,22/09/2018,Hồng,116.95,2462,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,5,22/09/2018,Hồng,116.95,2177,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,7,22/09/2018,Hồng,116.91,1037,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,9,22/09/2018,Hồng,116.88,1322,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,11,22/09/2018,Hồng,116.86,1608,214,2158,1944,--,0,--,--,--,--,Đúng
Hòa Bình,13,22/09/2018,Hồng,116.87,2463,214,2158,1944,--,0,--,--,--,--,Đúng
Hòa Bình,15,22/09/2018,Hồng,116.89,2710,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,17,22/09/2018,Hồng,116.91,2747,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,19,22/09/2018,Hồng,116.93,2747,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,21,22/09/2018,Hồng,116.94,2462,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,23,22/09/2018,Hồng,116.94,2177,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,1,23/09/2018,Hồng,116.96,2746,214,2156,1942,--,0,--,--,--,--,Đúng
Hòa Bình,3,23/09/2018,Hồng,116.94,1606,214,2156,1942,--,0,--,--,--,--,Đúng
Hòa Bình,5,23/09/2018,Hồng,116.91,1321,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,7,23/09/2018,Hồng,116.88,1322,214,2157,1943,--,0,--,--,--,--,Đúng
Hòa Bình,9,23/09/2018,Hồng,116.84,1038,214,2158,1944,--,0,--,--,--,--,Đúng
Hòa Bình,11,23/09/2018,Hồng,116.81,1323,214,2158,1944,--,0,--,--,--,--,Đúng
Hòa Bình,13,23/09/2018,Hồng,116.80,1893,214,2158,1944,--,0,--,--,--,--,Đúng
Hòa Bình,15,23/09/2018,Hồng,116.81,2463,214,2158,1944,--,0,--,--,--,--,Đúng
Hòa Bình,17,23/09/2018,Hồng,116.79,1608,214,2159,1945,--,0,--,--,--,--,Đúng
Hòa Bình,19,23/09/2018,Hồng,116.77,1609,214,2159,1945,--,0,--,--,--,--,Đúng
Hòa Bình,21,23/09/2018,Hồng,116.77,2179,214,2159,1945,--,0,--,--,--,--,Đúng
Hòa Bình,23,23/09/2018,Hồng,116.78,2464,214,2159,1945,--,0,--,--,--,--,Đúng
Hòa Bình,1,24/09/2018,Hồng,116.76,1609,214,2159,1945,--,0,--,--,--,--,Đúng
Hòa Bình,3,24/09/2018,Hồng,116.75,1894,214,2159,1945,--,0,--,--,--,--,Đúng
Hòa Bình,5,24/09/2018,Hồng,116.73,1610,214,2160,1946,--,0,--,--,--,--,Đúng
Hòa Bình,7,24/09/2018,Hồng,116.71,1610,214,2160,1946,--,0,--,--,--,--,Đúng
Hòa Bình,9,24/09/2018,Hồng,116.67,1041,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,11,24/09/2018,Hồng,116.64,1326,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,13,24/09/2018,Hồng,116.66,2751,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,15,24/09/2018,Hồng,116.68,2751,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,17,24/09/2018,Hồng,116.67,1896,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,19,24/09/2018,Hồng,116.68,2466,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,21,24/09/2018,Hồng,116.69,2466,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,23,24/09/2018,Hồng,116.67,1611,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,1,25/09/2018,Hồng,116.66,1896,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,3,25/09/2018,Hồng,116.65,1890,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,5,25/09/2018,Hồng,116.62,1390,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,7,25/09/2018,Hồng,116.58,1042,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,9,25/09/2018,Hồng,116.58,2182,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,11,25/09/2018,Hồng,116.60,2752,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,13,25/09/2018,Hồng,116.62,2752,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,15,25/09/2018,Hồng,116.62,2182,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,17,25/09/2018,Hồng,116.62,2182,214,2162,1948,--,0,--,--,--,--,Đúng
Hòa Bình,19,25/09/2018,Hồng,116.64,2751,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,21,25/09/2018,Hồng,116.67,3036,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,23,25/09/2018,Hồng,116.68,2466,214,2161,1947,--,0,--,--,--,--,Đúng
Hòa Bình,1,30/09/2018,Hồng,116.26,2188,214,2168,1954,--,0,--,--,--,--,Đúng
Hòa Bình,3,30/09/2018,Hồng,116.25,1903,214,2168,1954,--,0,--,--,--,--,Đúng
Hòa Bình,5,30/09/2018,Hồng,116.23,1618,214,2168,1954,--,0,--,--,--,--,Đúng
Hòa Bình,7,30/09/2018,Hồng,116.20,1333,214,2169,1955,--,0,--,--,--,--,Đúng
Hòa Bình,9,30/09/2018,Hồng,116.16,1049,214,2169,1955,--,0,--,--,--,--,Đúng
Hòa Bình,11,30/09/2018,Hồng,116.12,1050,214,2170,1956,--,0,--,--,--,--,Đúng
Hòa Bình,13,30/09/2018,Hồng,116.11,1905,214,2170,1956,--,0,--,--,--,--,Đúng
Hòa Bình,15,30/09/2018,Hồng,116.10,1905,214,2170,1956,--,0,--,--,--,--,Đúng
Hòa Bình,17,30/09/2018,Hồng,116.08,1620,214,2170,1956,--,0,--,--,--,--,Đúng
Hòa Bình,19,30/09/2018,Hồng,116.07,1905,214,2171,1957,--,0,--,--,--,--,Đúng
Hòa Bình,21,30/09/2018,Hồng,116.08,2476,214,2171,1957,--,0,--,--,--,--,Đúng
Hòa Bình,23,30/09/2018,Hồng,116.09,2475,214,2170,1956,--,0,--,--,--,--,Đúng
Hòa Bình,1,02/10/2018,Hồng,115.86,2194,300,2174,1874,--,0,--,--,--,--,Đúng
Hòa Bình,3,02/10/2018,Hồng,115.86,2194,300,2174,1874,--,0,--,--,--,--,Đúng
Hòa Bình,5,02/10/2018,Hồng,115.82,1064,300,2175,1875,--,0,--,--,--,--,Đúng
Hòa Bình,7,02/10/2018,Hồng,115.77,783,300,2175,1875,--,0,--,--,--,--,Đúng
Hòa Bình,9,02/10/2018,Hồng,115.72,783,300,2176,1876,--,0,--,--,--,--,Đúng
Hòa Bình,11,02/10/2018,Hồng,115.68,1066,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,13,02/10/2018,Hồng,115.66,1632,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,15,02/10/2018,Hồng,115.66,2197,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,17,02/10/2018,Hồng,115.66,2197,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,19,02/10/2018,Hồng,115.68,2762,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,21,02/10/2018,Hồng,115.70,2762,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,23,02/10/2018,Hồng,115.71,2479,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,1,03/10/2018,Hồng,115.70,1914,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,3,03/10/2018,Hồng,115.67,1349,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,5,03/10/2018,Hồng,115.63,1067,300,2178,1878,--,0,--,--,--,--,Đúng
Hòa Bình,7,03/10/2018,Hồng,115.59,1067,300,2178,1878,--,0,--,--,--,--,Đúng
Hòa Bình,9,03/10/2018,Hồng,115.56,1351,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,11,03/10/2018,Hồng,115.54,1634,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,13,03/10/2018,Hồng,115.53,1917,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,15,03/10/2018,Hồng,115.53,2199,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,17,03/10/2018,Hồng,115.49,1069,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,19,03/10/2018,Hồng,115.48,1918,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,21,03/10/2018,Hồng,115.49,2482,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,23,03/10/2018,Hồng,115.50,2483,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,1,04/10/2018,Hồng,115.70,1914,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,3,04/10/2018,Hồng,115.67,1349,300,2177,1877,--,0,--,--,--,--,Đúng
Hòa Bình,5,04/10/2018,Hồng,115.63,1067,300,2178,1878,--,0,--,--,--,--,Đúng
Hòa Bình,7,04/10/2018,Hồng,115.59,1067,300,2178,1878,--,0,--,--,--,--,Đúng
Hòa Bình,9,04/10/2018,Hồng,115.56,1351,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,11,04/10/2018,Hồng,115.54,1634,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,13,04/10/2018,Hồng,115.53,1917,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,15,04/10/2018,Hồng,115.53,2199,300,2179,1879,--,0,--,--,--,--,Đúng
Hòa Bình,17,04/10/2018,Hồng,115.49,1069,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,19,04/10/2018,Hồng,115.48,1918,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,21,04/10/2018,Hồng,115.49,2482,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,23,04/10/2018,Hồng,115.50,2483,300,2180,1880,--,0,--,--,--,--,Đúng
Hòa Bình,1,05/10/2018,Hồng,115.44,2201,300,2181,1881,--,0,--,--,--,--,Đúng
Hòa Bình,3,05/10/2018,Hồng,115.42,1636,300,2181,1881,--,0,--,--,--,--,Đúng
Hòa Bình,5,05/10/2018,Hồng,115.40,1636,300,2181,1881,--,0,--,--,--,--,Đúng
Hòa Bình,7,05/10/2018,Hồng,115.36,1072,300,2182,1882,--,0,--,--,--,--,Đúng
Hòa Bình,9,05/10/2018,Hồng,115.32,1080,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,11,05/10/2018,Hồng,115.30,1638,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,13,05/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,15,05/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,17,05/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,19,05/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,21,05/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,23,05/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,1,06/10/2018,Hồng,115.30,2203,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,3,06/10/2018,Hồng,115.29,1920,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,5,06/10/2018,Hồng,115.26,1356,300,2184,1884,--,0,--,--,--,--,Đúng
Hòa Bình,7,06/10/2018,Hồng,115.21,792,300,2185,1885,--,0,--,--,--,--,Đúng
Hòa Bình,9,06/10/2018,Hồng,115.16,793,300,2185,1885,--,0,--,--,--,--,Đúng
Hòa Bình,11,06/10/2018,Hồng,115.14,1641,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,13,06/10/2018,Hồng,115.14,2206,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,15,06/10/2018,Hồng,115.15,2488,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,17,06/10/2018,Hồng,115.13,1641,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,19,06/10/2018,Hồng,115.13,2206,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,21,06/10/2018,Hồng,115.13,2206,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,23,06/10/2018,Hồng,115.13,2206,300,2186,1886,--,0,--,--,--,--,Đúng
Hòa Bình,1,10/10/2018,Hồng,114.63,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,3,10/10/2018,Hồng,114.63,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,5,10/10/2018,Hồng,114.60,1374,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,7,10/10/2018,Hồng,114.60,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,9,10/10/2018,Hồng,114.59,1935,300,2195,1895,--,0,--,--,--,--,Đúng
Hòa Bình,11,10/10/2018,Hồng,114.59,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,13,10/10/2018,Hồng,114.60,2494,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,15,10/10/2018,Hồng,114.60,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,17,10/10/2018,Hồng,114.59,1934,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,19,10/10/2018,Hồng,114.58,1934,300,2195,1895,--,0,--,--,--,--,Đúng
Hòa Bình,21,10/10/2018,Hồng,114.59,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,23,10/10/2018,Hồng,114.60,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,1,11/10/2018,Hồng,114.57,1096,300,1917,1617,--,0,--,--,--,--,Đúng
Hòa Bình,3,11/10/2018,Hồng,114.55,1103,300,1643,1343,--,0,--,--,--,--,Đúng
Hòa Bình,5,11/10/2018,Hồng,114.51,543,300,1780,1480,--,0,--,--,--,--,Đúng
Hòa Bình,7,11/10/2018,Hồng,114.47,814,300,1918,1618,--,0,--,--,--,--,Đúng
Hòa Bình,9,11/10/2018,Hồng,114.44,1098,300,1919,1619,--,0,--,--,--,--,Đúng
Hòa Bình,11,11/10/2018,Hồng,114.44,1939,300,1919,1619,--,0,--,--,--,--,Đúng
Hòa Bình,13,11/10/2018,Hồng,114.44,1938,300,1918,1618,--,0,--,--,--,--,Đúng
Hòa Bình,15,11/10/2018,Hồng,114.44,1938,300,1918,1618,--,0,--,--,--,--,Đúng
Hòa Bình,17,11/10/2018,Hồng,114.40,818,300,1918,1618,--,0,--,--,--,--,Đúng
Hòa Bình,19,11/10/2018,Hồng,114.42,2498,300,1918,1618,--,0,--,--,--,--,Đúng
Hòa Bình,21,11/10/2018,Hồng,114.45,2778,300,1918,1618,--,0,--,--,--,--,Đúng
Hòa Bình,23,11/10/2018,Hồng,114.46,2217,300,1917,1617,--,0,--,--,--,--,Đúng
Hòa Bình,1,16/10/2018,Hồng,114.56,2494,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,3,16/10/2018,Hồng,114.57,2494,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,5,16/10/2018,Hồng,114.57,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,7,16/10/2018,Hồng,114.57,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,9,16/10/2018,Hồng,114.57,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,11,16/10/2018,Hồng,114.58,2494,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,13,16/10/2018,Hồng,114.58,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,15,16/10/2018,Hồng,114.58,2214,300,2194,1894,--,0,--,--,--,--,Đúng
Hòa Bình,17,16/10/2018,Hồng,114.54,1094,300,2195,1895,--,0,--,--,--,--,Đúng
Hòa Bình,19,16/10/2018,Hồng,114.55,2496,300,2196,1896,--,0,--,--,--,--,Đúng
Hòa Bình,21,16/10/2018,Hồng,114.57,2776,300,2196,1896,--,0,--,--,--,--,Đúng
Hòa Bình,23,16/10/2018,Hồng,114.55,1656,300,2196,1896,--,0,--,--,--,--,Đúng
Hòa Bình,1,17/10/2018,Hồng,114.55,1530,300,1530,1230,--,0,--,--,--,--,Đúng
Hòa Bình,3,17/10/2018,Hồng,11456,1123,300,823,523,--,0,--,--,--,--,Đúng
Hòa Bình,5,17/10/2018,Hồng,114.62,2523,300,823,523,--,0,--,--,--,--,Đúng
Hòa Bình,7,17/10/2018,Hồng,114.63,2207,300,1907,1607,--,0,--,--,--,--,Đúng
Hòa Bình,9,17/10/2018,Hồng,114.64,2483,300,2183,1883,--,0,--,--,--,--,Đúng
Hòa Bình,11,17/10/2018,Hồng,114.65,2482,300,2182,1882,--,0,--,--,--,--,Đúng
Hòa Bình,13,17/10/2018,Hồng,114.67,2769,300,2189,1889,--,0,--,--,--,--,Đúng
Hòa Bình,15,17/10/2018,Hồng,114.68,2489,300,2190,1890,--,0,--,--,--,--,Đúng
Hòa Bình,17,17/10/2018,Hồng,114.65,1370,300,2191,1891,--,0,--,--,--,--,Đúng
Hòa Bình,19,17/10/2018,Hồng,114.65,2212,300,2192,1892,--,0,--,--,--,--,Đúng
Hòa Bình,21,17/10/2018,Hồng,114.66,2492,300,2192,1892,--,0,--,--,--,--,Đúng
Hòa Bình,23,17/10/2018,Hồng,114.66,2212,300,2192,1892,--,0,--,--,--,--,Đúng
Hòa Bình,1,03/11/2018,Hồng,116.59,1917,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,3,03/11/2018,Hồng,116.60,1917,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,5,03/11/2018,Hồng,116.59,1347,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,7,03/11/2018,Hồng,116.58,1347,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,9,03/11/2018,Hồng,116.57,1347,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,11,03/11/2018,Hồng,116.56,1350,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,13,03/11/2018,Hồng,116.56,1632,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,15,03/11/2018,Hồng,116.57,1917,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,17,03/11/2018,Hồng,116.58,1917,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,19,03/11/2018,Hồng,116.59,1917,600,1612,1012,--,0,--,--,--,--,Đúng
Hòa Bình,21,03/11/2018,Hồng,116.60,1917,600,1612,1012,--,0,--,--,--,--,Đúng
